id,idx,bin,printer,plate,file,x_mm,y_mm,w_mm,d_mm,height_mm,area_mm2,est_g
C130,1161,0,X1C,1,plates_f0_emerald_X1C.3mf,-96.0,-87.0,40.1,47.1,69.6,7079,7.1
C107,838,0,X1C,1,plates_f0_emerald_X1C.3mf,-41.7,-85.9,60.6,49.2,68.9,8771,8.8
B55,807,0,X1C,1,plates_f0_emerald_X1C.3mf,14.7,-86.8,45.4,47.4,68.8,8062,8.1
H128,1024,0,X1C,1,plates_f0_emerald_X1C.3mf,67.8,-85.5,51.6,49.9,66.8,8124,8.1
C131,1128,0,X1C,1,plates_f0_emerald_X1C.3mf,-2.9,-52.9,46.2,42.4,66.6,6178,6.2
B91,83,0,X1C,1,plates_f0_emerald_X1C.3mf,-78.4,-37.6,51.2,58.4,66.2,9277,9.3
G48,458,0,X1C,1,plates_f0_emerald_X1C.3mf,52.2,-32.0,56.5,62.4,65.2,9016,9.0
I61,176,0,X1C,1,plates_f0_emerald_X1C.3mf,-32.1,-8.1,51.9,54.0,65.0,8445,8.4
C22,384,0,X1C,1,plates_f0_emerald_X1C.3mf,90.7,5.2,49.5,52.7,64.8,7593,7.6
B90,984,0,X1C,1,plates_f0_emerald_X1C.3mf,16.3,8.4,52.7,56.7,63.8,7774,7.8
I94,837,0,X1C,1,plates_f0_emerald_X1C.3mf,-86.5,17.5,59.0,57.9,63.5,8737,8.7
C128,1003,0,X1C,1,plates_f0_emerald_X1C.3mf,-12.1,43.1,43.8,54.5,63.2,6919,6.9
B125,205,0,X1C,1,plates_f0_emerald_X1C.3mf,56.0,50.5,52.0,58.1,62.9,7720,7.7
A5,6,0,X1C,1,plates_f0_emerald_X1C.3mf,-62.7,60.3,54.6,45.4,60.1,7137,7.1
B33,1031,0,X1C,1,plates_f0_emerald_X1C.3mf,24.7,69.1,41.4,39.7,51.7,4616,4.6
B86,1100,0,X1C,1,plates_f0_emerald_X1C.3mf,95.0,70.8,41.9,42.3,49.1,4359,4.4
G41,912,0,X1C,1,plates_f0_emerald_X1C.3mf,-93.9,75.2,44.3,33.2,37.4,4055,4.1
A105,149,0,X1C,2,plates_f0_emerald_X1C.3mf,-87.6,-79.5,56.7,62.0,62.4,8819,8.8
C89,604,0,X1C,2,plates_f0_emerald_X1C.3mf,-28.8,-82.1,54.4,56.7,62.4,8408,8.4
C126,872,0,X1C,2,plates_f0_emerald_X1C.3mf,21.6,-84.1,39.2,52.8,59.7,6030,6.0
H49,919,0,X1C,2,plates_f0_emerald_X1C.3mf,66.2,-85.2,40.5,50.7,59.7,7120,7.1
I110,813,0,X1C,2,plates_f0_emerald_X1C.3mf,-56.2,-39.1,51.6,58.8,59.6,7943,7.9
G51,960,0,X1C,2,plates_f0_emerald_X1C.3mf,90.8,-43.1,49.6,45.6,59.5,6886,6.9
I79,767,0,X1C,2,plates_f0_emerald_X1C.3mf,35.6,-31.7,51.2,52.2,59.4,7899,7.9
A58,1067,0,X1C,2,plates_f0_emerald_X1C.3mf,-17.7,-0.9,56.6,52.7,59.1,7504,7.5
C36,35,0,X1C,2,plates_f0_emerald_X1C.3mf,-91.1,0.2,49.7,49.2,59.1,6473,6.5
C21,1041,0,X1C,2,plates_f0_emerald_X1C.3mf,87.5,2.5,55.0,50.9,59.1,7187,7.2
B18,1110,0,X1C,2,plates_f0_emerald_X1C.3mf,35.2,19.7,42.3,48.2,59.0,6440,6.4
H82,297,0,X1C,2,plates_f0_emerald_X1C.3mf,-54.2,35.1,51.5,45.7,58.9,7510,7.5
C55,905,0,X1C,2,plates_f0_emerald_X1C.3mf,-1.8,53.0,44.5,52.0,58.9,6687,6.7
G32,304,0,X1C,2,plates_f0_emerald_X1C.3mf,76.0,56.8,44.0,57.5,58.6,7502,7.5
B69,747,0,X1C,2,plates_f0_emerald_X1C.3mf,-96.5,59.2,39.1,44.6,53.3,6019,6.0
G22,542,0,X1C,2,plates_f0_emerald_X1C.3mf,-47.5,81.9,48.9,43.9,39.3,4846,4.8
G24,242,0,X1C,2,plates_f0_emerald_X1C.3mf,32.1,81.4,36.1,33.5,36.2,3632,3.6
A74,1199,0,X1C,3,plates_f0_emerald_X1C.3mf,-89.5,-88.0,53.1,45.1,58.4,6749,6.7
C103,819,0,X1C,3,plates_f0_emerald_X1C.3mf,-29.6,-87.7,56.9,45.6,58.0,7147,7.1
H65,477,0,X1C,3,plates_f0_emerald_X1C.3mf,28.7,-88.5,53.4,44.0,57.6,7193,7.2
H130,218,0,X1C,3,plates_f0_emerald_X1C.3mf,87.1,-82.5,54.1,56.0,57.6,7027,7.0
G9,589,0,X1C,3,plates_f0_emerald_X1C.3mf,-65.2,-47.3,49.6,54.2,57.4,6895,6.9
G67,511,0,X1C,3,plates_f0_emerald_X1C.3mf,50.2,-48.2,56.4,41.5,57.2,7616,7.6
I34,314,0,X1C,3,plates_f0_emerald_X1C.3mf,-5.9,-38.5,48.2,50.4,57.1,6717,6.7
H113,1038,0,X1C,3,plates_f0_emerald_X1C.3mf,88.0,-3.5,55.9,44.1,57.1,6905,6.9
C122,9,0,X1C,3,plates_f0_emerald_X1C.3mf,-90.7,-5.5,50.6,51.6,56.6,7406,7.4
C71,340,0,X1C,3,plates_f0_emerald_X1C.3mf,16.6,4.2,45.2,58.5,56.2,7086,7.1
I111,443,0,X1C,3,plates_f0_emerald_X1C.3mf,-36.1,-0.4,51.8,50.3,56.1,6903,6.9
H83,465,0,X1C,3,plates_f0_emerald_X1C.3mf,61.7,44.2,55.4,54.0,56.0,7341,7.3
A57,971,0,X1C,3,plates_f0_emerald_X1C.3mf,-67.8,42.9,56.5,50.4,55.6,7073,7.1
G68,387,0,X1C,3,plates_f0_emerald_X1C.3mf,-13.3,48.8,41.5,63.2,55.2,7244,7.2
B16,510,0,X1C,3,plates_f0_emerald_X1C.3mf,31.1,62.6,42.1,51.1,52.4,5451,5.5
B103,628,0,X1C,3,plates_f0_emerald_X1C.3mf,-92.3,73.7,47.4,40.0,48.0,4706,4.7
C54,830,0,X1C,4,plates_f0_emerald_X1C.3mf,-90.3,-87.5,51.4,45.9,54.9,6253,6.3
G33,120,0,X1C,4,plates_f0_emerald_X1C.3mf,-31.9,-87.2,56.2,46.6,54.8,7170,7.2
A3,1175,0,X1C,4,plates_f0_emerald_X1C.3mf,25.3,-83.5,50.6,54.1,54.8,6612,6.6
C70,1050,0,X1C,4,plates_f0_emerald_X1C.3mf,78.0,-87.9,56.0,45.2,54.1,6580,6.6
G52,1140,0,X1C,4,plates_f0_emerald_X1C.3mf,-52.3,-44.7,43.5,43.0,54.0,6034,6.0
G12,524,0,X1C,4,plates_f0_emerald_X1C.3mf,60.5,-37.3,57.1,52.7,53.8,7548,7.5
A117,20,0,X1C,4,plates_f0_emerald_X1C.3mf,-1.2,-34.0,53.6,52.3,53.6,7320,7.3
H50,184,0,X1C,4,plates_f0_emerald_X1C.3mf,-88.3,-0.6,55.4,56.3,53.4,7277,7.3
B105,1,0,X1C,4,plates_f0_emerald_X1C.3mf,32.2,-0.3,60.4,44.1,52.5,6707,6.7
A26,832,0,X1C,4,plates_f0_emerald_X1C.3mf,-30.4,15.6,55.3,45.7,52.3,7132,7.1
H33,670,0,X1C,4,plates_f0_emerald_X1C.3mf,88.5,28.1,53.0,54.7,52.3,6905,6.9
B104,784,0,X1C,4,plates_f0_emerald_X1C.3mf,-90.6,47.5,50.8,51.6,52.1,6473,6.5
I112,878,0,X1C,4,plates_f0_emerald_X1C.3mf,9.7,45.4,43.4,52.5,52.0,6143,6.1
A41,673,0,X1C,4,plates_f0_emerald_X1C.3mf,-40.1,65.4,47.8,50.0,51.9,6411,6.4
C3,350,0,X1C,4,plates_f0_emerald_X1C.3mf,59.6,71.8,47.1,60.3,51.4,7263,7.3
G102,213,0,X1C,5,plates_f0_emerald_X1C.3mf,-89.1,-85.5,53.9,50.0,51.7,7108,7.1
G35,940,0,X1C,5,plates_f0_emerald_X1C.3mf,-35.3,-81.6,45.4,57.8,51.6,6599,6.6
C34,404,0,X1C,5,plates_f0_emerald_X1C.3mf,17.6,-89.6,51.2,41.9,51.5,6855,6.9
C53,145,0,X1C,5,plates_f0_emerald_X1C.3mf,72.4,-85.9,48.7,49.2,51.1,6317,6.3
A2,257,0,X1C,5,plates_f0_emerald_X1C.3mf,63.4,-43.0,50.8,53.0,51.0,6575,6.6
C69,515,0,X1C,5,plates_f0_emerald_X1C.3mf,3.2,-42.8,54.4,46.2,50.9,6482,6.5
G13,1009,0,X1C,5,plates_f0_emerald_X1C.3mf,-54.4,-35.4,51.1,49.6,50.7,5696,5.7
G53,186,0,X1C,5,plates_f0_emerald_X1C.3mf,-14.0,-6.6,64.0,42.6,50.7,7030,7.0
C86,107,0,X1C,5,plates_f0_emerald_X1C.3mf,84.6,8.1,61.1,56.4,50.4,8232,8.2
B87,163,0,X1C,5,plates_f0_emerald_X1C.3mf,-96.1,-30.6,39.7,51.2,50.4,5237,5.2
I135,2,0,X1C,5,plates_f0_emerald_X1C.3mf,-74.8,7.6,42.5,49.0,50.1,5317,5.3
C119,172,0,X1C,5,plates_f0_emerald_X1C.3mf,27.5,29.4,47.0,52.6,50.1,6160,6.2
G69,544,0,X1C,5,plates_f0_emerald_X1C.3mf,-35.4,46.0,49.2,58.2,49.8,7029,7.0
B122,1066,0,X1C,5,plates_f0_emerald_X1C.3mf,-92.8,57.0,46.5,51.5,49.2,5559,5.6
G14,283,0,X1C,5,plates_f0_emerald_X1C.3mf,66.3,59.3,44.6,50.9,48.9,5366,5.4
C33,663,0,X1C,5,plates_f0_emerald_X1C.3mf,9.9,71.2,59.7,45.5,48.7,6392,6.4
G103,1057,0,X1C,6,plates_f0_emerald_X1C.3mf,-90.3,-88.3,51.4,44.4,48.8,5695,5.7
G15,442,0,X1C,6,plates_f0_emerald_X1C.3mf,-35.7,-89.4,48.6,42.3,48.8,5330,5.3
C52,921,0,X1C,6,plates_f0_emerald_X1C.3mf,10.9,-82.8,37.9,55.4,48.7,6268,6.3
C100,758,0,X1C,6,plates_f0_emerald_X1C.3mf,60.6,-84.6,53.2,51.8,48.4,6936,6.9
G54,1179,0,X1C,6,plates_f0_emerald_X1C.3mf,-29.7,-45.3,40.6,46.1,48.0,5800,5.8
C68,929,0,X1C,6,plates_f0_emerald_X1C.3mf,88.8,-47.1,53.6,46.4,47.9,6028,6.0
A25,92,0,X1C,6,plates_f0_emerald_X1C.3mf,-88.9,-44.0,54.2,47.0,47.8,6420,6.4
C85,411,0,X1C,6,plates_f0_emerald_X1C.3mf,35.8,-28.9,55.7,57.1,47.7,7113,7.1
G17,943,0,X1C,6,plates_f0_emerald_X1C.3mf,-56.8,-5.7,54.4,47.9,47.1,5884,5.9
C51,637,0,X1C,6,plates_f0_emerald_X1C.3mf,3.4,2.7,42.7,51.9,46.8,5406,5.4
C118,632,0,X1C,6,plates_f0_emerald_X1C.3mf,84.6,3.5,41.3,48.8,46.7,5412,5.4
A1,402,0,X1C,6,plates_f0_emerald_X1C.3mf,-87.5,22.9,57.0,49.8,46.7,5943,5.9
B121,291,0,X1C,6,plates_f0_emerald_X1C.3mf,52.1,29.1,48.2,45.4,46.6,4999,5.0
G16,881,0,X1C,6,plates_f0_emerald_X1C.3mf,-32.6,40.6,42.8,53.1,46.3,5128,5.1
G55,855,0,X1C,6,plates_f0_emerald_X1C.3mf,89.4,60.7,50.8,46.3,46.1,6136,6.1
G36,705,0,X1C,6,plates_f0_emerald_X1C.3mf,12.1,59.9,44.2,54.7,46.1,5894,5.9
G105,992,0,X1C,6,plates_f0_emerald_X1C.3mf,-65.2,66.4,49.7,44.5,45.7,5110,5.1
C32,1180,0,X1C,7,plates_f0_emerald_X1C.3mf,-90.7,-83.7,50.6,53.6,45.6,5700,5.7
G87,309,0,X1C,7,plates_f0_emerald_X1C.3mf,-38.7,-88.1,50.6,44.8,45.4,5242,5.2
G71,941,0,X1C,7,plates_f0_emerald_X1C.3mf,10.6,-84.1,41.3,52.8,45.3,5659,5.7
G37,219,0,X1C,7,plates_f0_emerald_X1C.3mf,60.5,-87.7,48.9,45.7,44.9,5521,5.5
C17,1071,0,X1C,7,plates_f0_emerald_X1C.3mf,91.7,-55.1,47.5,51.4,44.7,5552,5.6
C50,52,0,X1C,7,plates_f0_emerald_X1C.3mf,34.5,-42.4,52.9,57.0,44.5,6593,6.6
C117,51,0,X1C,7,plates_f0_emerald_X1C.3mf,-28.6,-39.6,42.8,55.5,44.4,5966,6.0
C84,156,0,X1C,7,plates_f0_emerald_X1C.3mf,-88.7,-26.0,54.7,56.3,44.4,6270,6.3
C67,1160,0,X1C,7,plates_f0_emerald_X1C.3mf,87.2,-1.6,54.3,49.7,44.3,5785,5.8
G18,46,0,X1C,7,plates_f0_emerald_X1C.3mf,10.8,6.3,49.7,50.1,44.1,5958,6.0
G88,159,0,X1C,7,plates_f0_emerald_X1C.3mf,-46.8,9.6,54.4,37.0,43.1,5310,5.3
G39,759,0,X1C,7,plates_f0_emerald_X1C.3mf,58.6,33.0,41.3,52.3,42.8,5339,5.3
C31,393,0,X1C,7,plates_f0_emerald_X1C.3mf,-92.6,38.1,46.7,46.7,42.7,5803,5.8
G20,519,0,X1C,7,plates_f0_emerald_X1C.3mf,-44.9,51.1,42.3,52.0,42.6,5180,5.2
G72,353,0,X1C,7,plates_f0_emerald_X1C.3mf,11.2,58.7,50.4,49.0,41.9,6171,6.2
C116,254,0,X1C,7,plates_f0_emerald_X1C.3mf,89.2,73.1,50.4,58.6,41.7,6434,6.4
G23,1120,0,X1C,7,plates_f0_emerald_X1C.3mf,-77.4,82.6,41.1,38.5,37.5,3916,3.9
G38,1105,0,X1C,8,plates_f0_emerald_X1C.3mf,-94.5,-87.9,43.0,45.3,41.7,4844,4.8
C97,783,0,X1C,8,plates_f0_emerald_X1C.3mf,-42.8,-80.2,54.3,60.7,41.5,6268,6.3
G19,938,0,X1C,8,plates_f0_emerald_X1C.3mf,6.1,-85.7,36.2,49.5,41.3,4479,4.5
C83,460,0,X1C,8,plates_f0_emerald_X1C.3mf,56.6,-85.1,57.3,50.9,40.8,6140,6.1
C49,331,0,X1C,8,plates_f0_emerald_X1C.3mf,-86.5,-44.2,59.0,44.2,40.6,5821,5.8
G57,928,0,X1C,8,plates_f0_emerald_X1C.3mf,95.1,-46.0,38.2,54.7,40.6,5727,5.7
C115,1097,0,X1C,8,plates_f0_emerald_X1C.3mf,14.0,-34.7,60.1,54.9,40.2,6742,6.7
G21,243,0,X1C,8,plates_f0_emerald_X1C.3mf,-42.2,-18.3,43.5,45.3,39.3,4745,4.7
C114,18,0,X1C,8,plates_f0_emerald_X1C.3mf,54.8,-6.7,53.5,52.1,38.8,5510,5.5
C82,137,0,X1C,8,plates_f0_emerald_X1C.3mf,-85.4,20.2,61.2,43.1,38.5,5770,5.8
C96,603,0,X1C,8,plates_f0_emerald_X1C.3mf,-5.7,24.8,52.6,60.6,37.5,6479,6.5
C113,583,0,X1C,8,plates_f0_emerald_X1C.3mf,96.2,34.8,36.5,59.2,36.9,4894,4.9
C112,345,0,X1C,8,plates_f0_emerald_X1C.3mf,50.2,45.6,52.4,43.2,35.5,5315,5.3
C81,276,1,X1C,9,plates_f1_forest_green_X1C.3mf,-93.5,-89.9,45.0,41.2,89.8,9294,9.3
F91,686,1,X1C,9,plates_f1_forest_green_X1C.3mf,-40.1,-79.1,51.7,62.8,89.4,11636,11.6
I12,933,1,X1C,9,plates_f1_forest_green_X1C.3mf,19.0,-82.0,57.9,56.9,87.3,11053,11.1
H61,741,1,X1C,9,plates_f1_forest_green_X1C.3mf,79.1,-79.7,54.1,61.6,87.1,11935,11.9
A123,300,1,X1C,9,plates_f1_forest_green_X1C.3mf,-75.5,-40.8,57.0,56.2,85.3,12031,12.0
F113,597,1,X1C,9,plates_f1_forest_green_X1C.3mf,51.4,-37.2,54.8,40.7,85.1,9195,9.2
D55,222,1,X1C,9,plates_f1_forest_green_X1C.3mf,-5.3,-22.9,49.5,63.1,84.9,10564,10.6
D19,90,1,X1C,9,plates_f1_forest_green_X1C.3mf,90.5,-5.6,49.0,64.8,84.7,11447,11.4
F90,144,1,X1C,9,plates_f1_forest_green_X1C.3mf,-44.8,13.7,58.4,52.6,84.7,9991,10.0
H108,1049,1,X1C,9,plates_f1_forest_green_X1C.3mf,37.7,14.4,47.5,53.1,84.7,10710,10.7
B59,1146,1,X1C,9,plates_f1_forest_green_X1C.3mf,-97.5,13.7,37.0,47.5,83.6,8574,8.6
A10,489,1,X1C,9,plates_f1_forest_green_X1C.3mf,-4.4,40.5,55.2,45.6,74.2,8752,8.8
H96,1137,1,X1C,9,plates_f1_forest_green_X1C.3mf,85.2,41.8,50.4,45.3,73.0,8588,8.6
C104,869,1,X1C,9,plates_f1_forest_green_X1C.3mf,-67.7,58.1,52.6,49.0,60.8,7836,7.8
B68,692,1,X1C,9,plates_f1_forest_green_X1C.3mf,46.1,68.8,44.1,45.5,50.8,5161,5.2
I28,211,1,X1C,10,plates_f1_forest_green_X1C.3mf,-83.0,-80.9,66.0,59.2,84.0,11411,11.4
A122,900,1,X1C,10,plates_f1_forest_green_X1C.3mf,-19.8,-87.7,52.4,45.6,83.2,10058,10.1
G93,618,1,X1C,10,plates_f1_forest_green_X1C.3mf,37.9,-83.3,55.9,54.3,82.6,10698,10.7
F110,344,1,X1C,10,plates_f1_forest_green_X1C.3mf,90.6,-75.3,49.3,54.6,82.5,10005,10.0
G113,1109,1,X1C,10,plates_f1_forest_green_X1C.3mf,-46.9,-44.2,46.1,44.1,82.2,8701,8.7
C41,790,1,X1C,10,plates_f1_forest_green_X1C.3mf,2.5,-33.2,53.0,59.2,81.7,10468,10.5
C93,756,1,X1C,10,plates_f1_forest_green_X1C.3mf,56.1,-31.4,52.2,55.8,81.4,9605,9.6
A108,789,1,X1C,10,plates_f1_forest_green_X1C.3mf,-87.4,-7.3,57.2,51.8,81.3,10290,10.3
F89,898,1,X1C,10,plates_f1_forest_green_X1C.3mf,-29.0,12.7,54.0,47.1,80.4,9419,9.4
I44,1196,1,X1C,10,plates_f1_forest_green_X1C.3mf,89.8,3.0,51.5,57.4,80.3,9751,9.8
C25,700,1,X1C,10,plates_f1_forest_green_X1C.3mf,30.6,20.0,49.2,52.3,80.1,9893,9.9
G26,88,1,X1C,10,plates_f1_forest_green_X1C.3mf,-66.5,38.6,47.0,54.0,78.8,8786,8.8
A8,249,1,X1C,10,plates_f1_forest_green_X1C.3mf,72.9,45.9,65.8,56.4,67.5,9059,9.1
C6,975,1,X1C,10,plates_f1_forest_green_X1C.3mf,-13.5,57.6,45.1,45.9,65.5,7269,7.3
C120,816,1,X1C,10,plates_f1_forest_green_X1C.3mf,23.6,68.6,43.2,45.4,49.4,5544,5.5
G104,660,1,X1C,10,plates_f1_forest_green_X1C.3mf,-93.5,76.1,45.1,52.0,45.8,4817,4.8
B5,253,1,X1C,11,plates_f1_forest_green_X1C.3mf,-88.8,-84.0,54.4,53.0,79.9,9874,9.9
H109,82,1,X1C,11,plates_f1_forest_green_X1C.3mf,-33.7,-85.6,48.7,49.8,79.8,9977,10.0
I45,363,1,X1C,11,plates_f1_forest_green_X1C.3mf,20.6,-81.7,53.1,57.5,79.7,10218,10.2
B130,397,1,X1C,11,plates_f1_forest_green_X1C.3mf,75.4,-88.8,46.8,43.4,79.5,8821,8.8
D22,993,1,X1C,11,plates_f1_forest_green_X1C.3mf,59.7,-41.0,51.3,49.7,79.0,9718,9.7
A94,1076,1,X1C,11,plates_f1_forest_green_X1C.3mf,-51.3,-42.4,53.4,47.0,78.9,8601,8.6
G62,553,1,X1C,11,plates_f1_forest_green_X1C.3mf,5.9,-24.2,55.7,51.9,78.5,10343,10.3
A11,805,1,X1C,11,plates_f1_forest_green_X1C.3mf,-90.1,-10.8,51.9,51.4,78.4,8873,8.9
G44,893,1,X1C,11,plates_f1_forest_green_X1C.3mf,90.7,-5.4,49.5,52.4,78.3,8837,8.8
B22,864,1,X1C,11,plates_f1_forest_green_X1C.3mf,45.0,11.9,54.0,52.3,78.3,9481,9.5
I90,14,1,X1C,11,plates_f1_forest_green_X1C.3mf,-43.7,24.7,60.7,57.9,78.2,10809,10.8
G95,950,1,X1C,11,plates_f1_forest_green_X1C.3mf,-93.7,43.3,44.5,43.9,72.9,7343,7.3
A76,1008,1,X1C,11,plates_f1_forest_green_X1C.3mf,11.5,47.3,54.9,59.5,71.0,8777,8.8
C132,99,1,X1C,11,plates_f1_forest_green_X1C.3mf,88.0,45.8,52.1,41.6,70.2,8143,8.1
G137,1040,1,X1C,11,plates_f1_forest_green_X1C.3mf,-29.7,67.5,44.6,45.5,49.0,4886,4.9
C1,148,1,X1C,11,plates_f1_forest_green_X1C.3mf,56.2,80.4,48.5,45.8,44.7,4613,4.6
G94,319,1,X1C,12,plates_f1_forest_green_X1C.3mf,-92.2,-88.3,47.7,44.4,78.0,8448,8.4
H28,498,1,X1C,12,plates_f1_forest_green_X1C.3mf,-37.5,-83.2,52.9,54.7,77.9,9970,10.0
H95,619,1,X1C,12,plates_f1_forest_green_X1C.3mf,15.7,-87.0,47.3,47.0,77.9,8319,8.3
A121,847,1,X1C,12,plates_f1_forest_green_X1C.3mf,70.5,-84.4,52.9,52.1,77.6,9615,9.6
A80,1182,1,X1C,12,plates_f1_forest_green_X1C.3mf,-90.1,-42.6,47.9,41.2,77.6,8654,8.7
A78,720,1,X1C,12,plates_f1_forest_green_X1C.3mf,38.7,-38.5,41.4,52.5,77.4,8838,8.8
B57,1139,1,X1C,12,plates_f1_forest_green_X1C.3mf,94.9,-37.0,41.8,41.9,77.2,7814,7.8
A62,117,1,X1C,12,plates_f1_forest_green_X1C.3mf,-6.9,-30.9,42.2,54.3,77.1,8868,8.9
A48,178,1,X1C,12,plates_f1_forest_green_X1C.3mf,-57.3,-0.8,49.4,60.9,77.1,9849,9.8
I27,119,1,X1C,12,plates_f1_forest_green_X1C.3mf,70.7,7.0,53.3,52.7,76.8,9992,10.0
C8,995,1,X1C,12,plates_f1_forest_green_X1C.3mf,17.1,22.4,46.1,51.5,76.7,9310,9.3
A95,190,1,X1C,12,plates_f1_forest_green_X1C.3mf,-89.5,37.4,53.0,40.7,76.1,8237,8.2
H46,1135,1,X1C,12,plates_f1_forest_green_X1C.3mf,-34.4,44.1,51.3,51.3,71.8,9336,9.3
G98,828,1,X1C,12,plates_f1_forest_green_X1C.3mf,91.0,53.9,50.0,49.2,66.1,7681,7.7
A89,612,1,X1C,12,plates_f1_forest_green_X1C.3mf,35.4,63.8,54.8,52.0,58.0,7143,7.1
I76,607,1,X1C,13,plates_f1_forest_green_X1C.3mf,-90.0,-81.2,52.1,58.6,76.6,9963,10.0
I14,853,1,X1C,13,plates_f1_forest_green_X1C.3mf,-31.5,-87.1,56.9,46.7,76.2,9794,9.8
I62,623,1,X1C,13,plates_f1_forest_green_X1C.3mf,24.2,-82.8,48.3,55.5,76.2,9513,9.5
D24,391,1,X1C,13,plates_f1_forest_green_X1C.3mf,76.0,-84.7,48.0,51.6,76.1,9100,9.1
A92,825,1,X1C,13,plates_f1_forest_green_X1C.3mf,-47.4,-39.1,57.3,49.0,75.8,9117,9.1
A45,627,1,X1C,13,plates_f1_forest_green_X1C.3mf,87.9,-33.7,55.7,53.7,75.5,9648,9.6
D23,31,1,X1C,13,plates_f1_forest_green_X1C.3mf,12.0,-29.0,56.0,53.2,75.3,9280,9.3
A107,491,1,X1C,13,plates_f1_forest_green_X1C.3mf,-85.5,-8.2,61.0,57.7,75.2,10735,10.7
C110,641,1,X1C,13,plates_f1_forest_green_X1C.3mf,-18.8,7.7,54.4,46.4,75.0,9331,9.3
H79,962,1,X1C,13,plates_f1_forest_green_X1C.3mf,64.2,11.4,40.3,52.6,74.9,8098,8.1
A49,557,1,X1C,13,plates_f1_forest_green_X1C.3mf,22.8,41.0,49.5,56.5,74.7,9281,9.3
I127,157,1,X1C,13,plates_f1_forest_green_X1C.3mf,-53.3,40.6,53.4,50.0,74.7,8503,8.5
A7,683,1,X1C,13,plates_f1_forest_green_X1C.3mf,94.7,52.7,41.4,64.5,64.1,7926,7.9
A6,647,1,X1C,13,plates_f1_forest_green_X1C.3mf,-97.0,40.2,38.0,50.2,60.3,5799,5.8
C18,388,1,X1C,13,plates_f1_forest_green_X1C.3mf,-20.6,75.4,50.9,53.6,48.1,6321,6.3
A31,57,1,X1C,14,plates_f1_forest_green_X1C.3mf,-88.2,-81.7,55.6,57.6,74.8,10254,10.3
A61,871,1,X1C,14,plates_f1_forest_green_X1C.3mf,-33.0,-84.8,45.9,51.5,74.5,8377,8.4
C92,231,1,X1C,14,plates_f1_forest_green_X1C.3mf,18.5,-85.1,49.1,50.8,73.9,9590,9.6
C24,320,1,X1C,14,plates_f1_forest_green_X1C.3mf,70.6,-87.5,45.3,46.0,73.8,8526,8.5
A64,264,1,X1C,14,plates_f1_forest_green_X1C.3mf,89.9,-39.1,51.8,54.9,73.7,9061,9.1
I31,782,1,X1C,14,plates_f1_forest_green_X1C.3mf,-21.2,-32.6,53.5,56.2,73.7,9295,9.3
I88,367,1,X1C,14,plates_f1_forest_green_X1C.3mf,35.6,-23.9,55.3,59.8,73.6,9505,9.5
I47,174,1,X1C,14,plates_f1_forest_green_X1C.3mf,-80.2,-33.1,55.5,47.1,73.5,9082,9.1
I74,495,1,X1C,14,plates_f1_forest_green_X1C.3mf,80.6,19.2,57.2,60.0,73.5,10209,10.2
B4,653,1,X1C,14,plates_f1_forest_green_X1C.3mf,-11.8,17.1,56.4,58.4,73.5,10149,10.1
G27,449,1,X1C,14,plates_f1_forest_green_X1C.3mf,-74.4,20.4,59.2,54.0,73.4,9746,9.7
B108,1115,1,X1C,14,plates_f1_forest_green_X1C.3mf,31.8,40.0,43.6,57.8,73.3,8975,9.0
I17,815,1,X1C,14,plates_f1_forest_green_X1C.3mf,-46.1,56.7,55.8,49.1,59.0,7481,7.5
B34,748,1,X1C,14,plates_f1_forest_green_X1C.3mf,-96.5,63.3,38.9,48.5,55.3,5847,5.8
B52,63,1,X1C,14,plates_f1_forest_green_X1C.3mf,75.4,68.9,46.7,38.0,53.7,5711,5.7
C59,895,1,X1C,15,plates_f1_forest_green_X1C.3mf,-89.7,-83.1,52.6,54.9,73.0,9163,9.2
H12,330,1,X1C,15,plates_f1_forest_green_X1C.3mf,-30.5,-82.7,58.9,55.6,72.9,10465,10.5
B21,39,1,X1C,15,plates_f1_forest_green_X1C.3mf,30.6,-83.9,57.3,53.3,72.7,9316,9.3
A81,763,1,X1C,15,plates_f1_forest_green_X1C.3mf,88.8,-89.3,53.7,42.5,72.5,8810,8.8
A120,111,1,X1C,15,plates_f1_forest_green_X1C.3mf,-55.5,-45.6,53.1,55.1,72.3,9096,9.1
G64,667,1,X1C,15,plates_f1_forest_green_X1C.3mf,86.8,-44.0,57.5,52.8,71.9,9433,9.4
I93,617,1,X1C,15,plates_f1_forest_green_X1C.3mf,25.4,-33.6,58.8,53.3,71.9,9746,9.7
C75,854,1,X1C,15,plates_f1_forest_green_X1C.3mf,-91.3,0.3,49.5,53.6,71.8,8898,8.9
H127,260,1,X1C,15,plates_f1_forest_green_X1C.3mf,-28.7,4.7,58.7,47.8,71.2,9161,9.2
I65,827,1,X1C,15,plates_f1_forest_green_X1C.3mf,62.5,5.8,61.0,49.0,71.1,9369,9.4
I15,450,1,X1C,15,plates_f1_forest_green_X1C.3mf,21.9,35.2,55.8,57.3,70.9,9575,9.6
A60,1101,1,X1C,15,plates_f1_forest_green_X1C.3mf,-51.0,41.1,50.0,51.3,70.9,7909,7.9
C58,483,1,X1C,15,plates_f1_forest_green_X1C.3mf,92.3,46.0,44.5,45.8,69.4,7948,7.9
