id,idx,bin,printer,plate,file,x_mm,y_mm,w_mm,d_mm,height_mm,area_mm2,est_g
I1,1102,4,H2,59,plates_f4_sky_blue_H2.3mf,-50.1,-111.8,54.9,61.4,156.5,19194,19.2
D105,571,4,H2,59,plates_f4_sky_blue_H2.3mf,10.8,-116.6,60.5,51.7,156.5,18845,18.8
E32,216,4,H2,59,plates_f4_sky_blue_H2.3mf,74.4,-120.4,63.8,44.3,156.4,19679,19.7
E18,296,4,H2,59,plates_f4_sky_blue_H2.3mf,40.5,-81.0,60.1,47.8,156.2,20606,20.6
F15,408,4,H2,59,plates_f4_sky_blue_H2.3mf,105.0,-66.6,61.0,57.3,155.9,20991,21.0
A133,625,4,H2,59,plates_f4_sky_blue_H2.3mf,-20.0,-59.9,54.9,52.5,155.6,19098,19.1
E3,846,4,H2,59,plates_f4_sky_blue_H2.3mf,-80.9,-56.2,65.2,43.7,155.6,20632,20.6
D103,140,4,H2,59,plates_f4_sky_blue_H2.3mf,48.5,-31.1,56.1,48.3,154.7,18319,18.3
I53,424,4,H2,59,plates_f4_sky_blue_H2.3mf,-110.7,-23.2,49.6,50.5,147.3,16594,16.6
E37,822,4,H2,59,plates_f4_sky_blue_H2.3mf,111.0,-22.9,48.9,43.2,144.4,15910,15.9
E68,221,4,H2,59,plates_f4_sky_blue_H2.3mf,-12.7,-17.8,57.7,54.0,142.4,17668,17.7
A86,1088,4,H2,59,plates_f4_sky_blue_H2.3mf,-58.4,-6.0,46.1,51.9,135.0,16083,16.1
F21,438,4,H2,59,plates_f4_sky_blue_H2.3mf,68.6,16.0,56.2,61.8,119.5,15189,15.2
F126,564,4,H2,59,plates_f4_sky_blue_H2.3mf,9.6,22.5,54.2,52.8,115.0,12927,12.9
B79,1005,4,H2,59,plates_f4_sky_blue_H2.3mf,-104.7,28.3,45.6,47.2,108.8,11611,11.6
B32,396,4,H2,60,plates_f4_sky_blue_H2.3mf,-105.4,-110.5,60.2,64.1,155.3,20781,20.8
F42,562,4,H2,60,plates_f4_sky_blue_H2.3mf,-39.6,-112.8,63.8,59.4,155.2,22640,22.6
F29,1073,4,H2,60,plates_f4_sky_blue_H2.3mf,28.1,-110.1,63.1,64.8,155.0,20901,20.9
I35,34,4,H2,60,plates_f4_sky_blue_H2.3mf,92.4,-109.6,55.9,65.9,155.0,20246,20.2
D90,937,4,H2,60,plates_f4_sky_blue_H2.3mf,-67.8,-66.2,55.3,57.2,154.2,18389,18.4
E34,494,4,H2,60,plates_f4_sky_blue_H2.3mf,7.9,-56.2,58.8,57.8,154.2,19707,19.7
H84,502,4,H2,60,plates_f4_sky_blue_H2.3mf,99.8,-49.4,70.7,54.0,154.0,21373,21.4
E95,433,4,H2,60,plates_f4_sky_blue_H2.3mf,-111.4,-30.8,48.2,59.3,153.3,18659,18.7
A116,698,4,H2,60,plates_f4_sky_blue_H2.3mf,-44.1,-25.8,54.9,54.9,148.8,17755,17.8
E51,575,4,H2,60,plates_f4_sky_blue_H2.3mf,39.9,-22.3,54.8,52.4,145.6,16943,16.9
D129,1178,4,H2,60,plates_f4_sky_blue_H2.3mf,85.8,-0.3,50.6,56.0,129.5,14656,14.7
I84,972,4,H2,60,plates_f4_sky_blue_H2.3mf,-3.7,5.7,59.5,56.9,118.5,14714,14.7
I114,808,4,H2,60,plates_f4_sky_blue_H2.3mf,-78.1,17.1,58.9,48.0,115.5,13086,13.1
I36,834,4,H2,61,plates_f4_sky_blue_H2.3mf,-106.3,-113.1,58.4,58.8,153.7,19647,19.6
E31,1022,4,H2,61,plates_f4_sky_blue_H2.3mf,-44.6,-120.7,57.9,43.5,153.6,18356,18.4
E111,15,4,H2,61,plates_f4_sky_blue_H2.3mf,2.3,-114.3,59.6,56.3,153.6,20364,20.4
D122,775,4,H2,61,plates_f4_sky_blue_H2.3mf,63.7,-117.1,54.4,50.8,153.4,18273,18.3
H101,212,4,H2,61,plates_f4_sky_blue_H2.3mf,-45.4,-73.7,56.3,48.2,153.1,18194,18.2
E19,996,4,H2,61,plates_f4_sky_blue_H2.3mf,108.3,-91.7,51.6,57.6,152.6,19068,19.1
I19,267,4,H2,61,plates_f4_sky_blue_H2.3mf,42.4,-68.9,59.8,52.0,152.4,19283,19.3
E126,569,4,H2,61,plates_f4_sky_blue_H2.3mf,-97.3,-56.0,64.3,53.4,152.4,19972,20.0
E33,772,4,H2,61,plates_f4_sky_blue_H2.3mf,1.6,-40.7,50.2,64.7,152.4,17662,17.7
I2,62,4,H2,61,plates_f4_sky_blue_H2.3mf,103.6,-38.3,62.1,49.4,152.3,18831,18.8
H117,1010,4,H2,61,plates_f4_sky_blue_H2.3mf,-53.2,-23.6,40.6,48.3,143.5,15546,15.5
E7,633,4,H2,61,plates_f4_sky_blue_H2.3mf,46.1,-15.0,55.2,51.7,139.7,16855,16.9
E46,232,4,H2,61,plates_f4_sky_blue_H2.3mf,-106.2,-10.0,58.7,66.3,135.7,17563,17.6
H38,1034,4,H2,61,plates_f4_sky_blue_H2.3mf,103.1,8.2,49.3,46.0,121.9,13333,13.3
D30,654,4,H2,61,plates_f4_sky_blue_H2.3mf,-1.9,12.8,55.2,49.7,117.0,14414,14.4
D49,951,4,H2,61,plates_f4_sky_blue_H2.3mf,-63.3,31.9,48.4,58.8,108.0,12699,12.7
H116,843,4,H2,62,plates_f4_sky_blue_H2.3mf,-111.4,-114.3,48.1,56.5,152.2,17033,17.0
F14,974,4,H2,62,plates_f4_sky_blue_H2.3mf,-54.0,-115.6,59.0,53.7,152.2,19056,19.1
D106,792,4,H2,62,plates_f4_sky_blue_H2.3mf,5.5,-109.9,58.0,65.3,152.1,19338,19.3
E20,181,4,H2,62,plates_f4_sky_blue_H2.3mf,64.0,-116.1,50.9,52.8,151.8,19548,19.5
D107,622,4,H2,62,plates_f4_sky_blue_H2.3mf,-64.5,-65.4,58.0,56.7,151.4,18942,18.9
E94,903,4,H2,62,plates_f4_sky_blue_H2.3mf,57.6,-66.8,58.2,53.9,151.4,19189,19.2
H85,1104,4,H2,62,plates_f4_sky_blue_H2.3mf,-110.2,-54.3,50.7,60.3,151.2,17974,18.0
E110,874,4,H2,62,plates_f4_sky_blue_H2.3mf,-5.2,-51.3,52.6,64.3,150.8,18329,18.3
E4,594,4,H2,62,plates_f4_sky_blue_H2.3mf,106.5,-31.9,55.9,51.5,150.6,19780,19.8
F12,981,4,H2,62,plates_f4_sky_blue_H2.3mf,37.9,-23.2,50.7,68.4,143.8,17702,17.7
E69,1052,4,H2,62,plates_f4_sky_blue_H2.3mf,-46.5,-21.0,54.1,48.4,142.6,15387,15.4
H37,658,4,H2,62,plates_f4_sky_blue_H2.3mf,-113.3,3.6,44.4,59.5,128.8,14400,14.4
B137,1169,4,H2,62,plates_f4_sky_blue_H2.3mf,77.1,14.6,45.1,48.1,118.7,12916,12.9
F83,1078,4,H2,62,plates_f4_sky_blue_H2.3mf,-6.2,12.8,46.7,53.1,115.5,12148,12.1
H23,1059,4,H2,62,plates_f4_sky_blue_H2.3mf,-76.1,24.8,54.9,51.8,114.6,12986,13.0
F28,487,4,H2,63,plates_f4_sky_blue_H2.3mf,-102.9,-109.6,65.1,65.8,150.6,20955,21.0
B14,738,4,H2,63,plates_f4_sky_blue_H2.3mf,-33.3,-112.5,64.5,60.0,150.6,20516,20.5
B31,645,4,H2,63,plates_f4_sky_blue_H2.3mf,28.2,-110.3,55.5,64.4,150.5,17945,17.9
D89,447,4,H2,63,plates_f4_sky_blue_H2.3mf,92.1,-116.3,63.2,52.3,150.3,20192,20.2
E48,798,4,H2,63,plates_f4_sky_blue_H2.3mf,-12.3,-63.8,62.3,59.9,150.2,19788,19.8
B66,875,4,H2,63,plates_f4_sky_blue_H2.3mf,68.0,-64.5,59.0,59.7,150.0,19690,19.7
B67,30,4,H2,63,plates_f4_sky_blue_H2.3mf,-71.8,-66.7,55.5,52.7,149.6,19009,19.0
E49,73,4,H2,63,plates_f4_sky_blue_H2.3mf,106.6,-33.1,56.3,63.0,149.4,18964,19.0
E125,1028,4,H2,63,plates_f4_sky_blue_H2.3mf,16.7,-27.5,56.3,65.7,148.9,18683,18.7
D124,1000,4,H2,63,plates_f4_sky_blue_H2.3mf,-107.8,-22.1,55.3,53.7,145.1,18005,18.0
E72,1061,4,H2,63,plates_f4_sky_blue_H2.3mf,-48.7,-16.4,53.5,44.7,141.1,16163,16.2
H18,33,4,H2,63,plates_f4_sky_blue_H2.3mf,62.9,-2.1,56.8,48.1,125.7,15044,15.0
F84,883,4,H2,63,plates_f4_sky_blue_H2.3mf,-3.7,19.0,51.6,50.0,113.5,13629,13.6
E35,802,4,H2,64,plates_f4_sky_blue_H2.3mf,-109.3,-114.5,52.4,56.1,149.2,19026,19.0
E21,1054,4,H2,64,plates_f4_sky_blue_H2.3mf,-56.7,-115.7,45.6,53.6,149.0,17571,17.6
F58,735,4,H2,64,plates_f4_sky_blue_H2.3mf,-5.3,-113.3,60.4,58.3,149.0,20610,20.6
B50,150,4,H2,64,plates_f4_sky_blue_H2.3mf,59.8,-115.6,62.7,53.9,148.8,19445,19.4
D73,312,4,H2,64,plates_f4_sky_blue_H2.3mf,102.4,-70.9,63.8,59.3,148.8,21136,21.1
F13,81,4,H2,64,plates_f4_sky_blue_H2.3mf,31.6,-66.2,62.3,56.8,148.7,19552,19.6
D123,131,4,H2,64,plates_f4_sky_blue_H2.3mf,-53.6,-58.5,55.7,58.1,148.2,18931,18.9
E47,324,4,H2,64,plates_f4_sky_blue_H2.3mf,-105.0,-43.1,60.9,57.4,147.9,18707,18.7
E109,168,4,H2,64,plates_f4_sky_blue_H2.3mf,-11.6,-30.1,63.8,52.2,147.9,19548,19.5
E78,236,4,H2,64,plates_f4_sky_blue_H2.3mf,63.9,-24.5,50.8,58.2,147.5,16844,16.8
F11,1095,4,H2,64,plates_f4_sky_blue_H2.3mf,109.1,-11.4,45.2,54.1,138.5,16216,16.2
E15,1086,4,H2,64,plates_f4_sky_blue_H2.3mf,-74.2,2.8,54.5,47.7,126.1,14990,15.0
A54,592,4,H2,64,plates_f4_sky_blue_H2.3mf,22.7,14.3,52.5,67.2,117.8,14802,14.8
E93,472,4,H2,65,plates_f4_sky_blue_H2.3mf,-105.1,-115.8,60.8,53.4,148.2,19361,19.4
E79,651,4,H2,65,plates_f4_sky_blue_H2.3mf,-40.9,-114.5,61.1,55.9,147.9,19171,19.2
H68,576,4,H2,65,plates_f4_sky_blue_H2.3mf,22.3,-107.9,55.7,69.1,147.9,19199,19.2
E92,664,4,H2,65,plates_f4_sky_blue_H2.3mf,80.3,-116.5,51.7,51.9,147.8,17696,17.7
H67,109,4,H2,65,plates_f4_sky_blue_H2.3mf,103.4,-67.2,61.9,61.0,147.6,20307,20.3
H86,650,4,H2,65,plates_f4_sky_blue_H2.3mf,-84.7,-64.0,49.6,57.8,147.5,17617,17.6
I51,357,4,H2,65,plates_f4_sky_blue_H2.3mf,-19.2,-69.8,60.7,52.1,147.2,17998,18.0
E5,284,4,H2,65,plates_f4_sky_blue_H2.3mf,44.4,-48.9,59.8,50.9,146.7,18606,18.6
D91,164,4,H2,65,plates_f4_sky_blue_H2.3mf,-51.4,-22.2,60.3,58.7,145.5,18757,18.8
E63,1092,4,H2,65,plates_f4_sky_blue_H2.3mf,102.8,-13.1,64.7,55.0,140.7,17943,17.9
I54,1015,4,H2,65,plates_f4_sky_blue_H2.3mf,-111.4,-13.7,48.3,53.8,139.5,14803,14.8
H53,757,4,H2,65,plates_f4_sky_blue_H2.3mf,4.0,-11.7,51.1,55.1,136.6,15243,15.2
D27,1155,4,H2,65,plates_f4_sky_blue_H2.3mf,54.5,1.2,51.9,45.5,124.9,12996,13.0
E36,203,4,H2,66,plates_f4_sky_blue_H2.3mf,-110.1,-117.2,50.9,50.7,146.7,17597,17.6
E22,896,4,H2,66,plates_f4_sky_blue_H2.3mf,-56.1,-114.6,50.9,55.7,146.3,17518,17.5
D108,1043,4,H2,66,plates_f4_sky_blue_H2.3mf,2.5,-113.8,59.9,57.4,146.2,18051,18.1
E50,818,4,H2,66,plates_f4_sky_blue_H2.3mf,63.6,-110.8,54.3,63.4,146.1,18253,18.3
H102,1007,4,H2,66,plates_f4_sky_blue_H2.3mf,111.8,-80.2,46.5,55.7,145.8,16762,16.8
E124,405,4,H2,66,plates_f4_sky_blue_H2.3mf,-68.1,-62.3,58.7,59.3,145.7,18406,18.4
E108,856,4,H2,66,plates_f4_sky_blue_H2.3mf,33.9,-60.1,58.8,58.6,145.4,17894,17.9
A132,1144,4,H2,66,plates_f4_sky_blue_H2.3mf,-17.7,-46.2,47.6,51.2,145.2,15883,15.9
E65,699,4,H2,66,plates_f4_sky_blue_H2.3mf,77.6,-30.1,54.2,64.2,145.2,18534,18.5
E76,1016,4,H2,66,plates_f4_sky_blue_H2.3mf,-106.8,-24.4,57.3,52.3,144.9,17887,17.9
E80,1127,4,H2,66,plates_f4_sky_blue_H2.3mf,9.6,-11.0,62.2,53.7,136.2,17481,17.5
E115,401,4,H2,66,plates_f4_sky_blue_H2.3mf,-51.9,-0.4,51.2,62.5,128.6,15174,15.2
F4,773,4,H2,66,plates_f4_sky_blue_H2.3mf,108.5,8.1,52.1,60.3,120.4,15508,15.5
E91,467,4,H2,67,plates_f4_sky_blue_H2.3mf,-108.4,-114.2,54.3,56.6,145.0,19012,19.0
E77,799,4,H2,67,plates_f4_sky_blue_H2.3mf,-54.7,-114.3,45.6,56.4,144.8,16458,16.5
I3,979,4,H2,67,plates_f4_sky_blue_H2.3mf,-0.6,-113.9,53.7,57.3,144.5,17755,17.8
E90,1082,4,H2,67,plates_f4_sky_blue_H2.3mf,63.2,-115.2,65.4,54.6,144.5,20113,20.1
F57,806,4,H2,67,plates_f4_sky_blue_H2.3mf,108.5,-70.0,52.0,59.7,144.0,17334,17.3
E38,601,4,H2,67,plates_f4_sky_blue_H2.3mf,-78.0,-65.9,62.9,46.0,144.0,19186,19.2
B65,1108,4,H2,67,plates_f4_sky_blue_H2.3mf,-18.5,-64.0,50.0,61.5,144.0,16859,16.9
H69,40,4,H2,67,plates_f4_sky_blue_H2.3mf,43.8,-58.5,66.6,55.6,143.9,20116,20.1
E66,967,4,H2,67,plates_f4_sky_blue_H2.3mf,-46.7,-16.0,57.6,60.1,143.7,17674,17.7
B84,725,4,H2,67,plates_f4_sky_blue_H2.3mf,-110.7,-16.5,49.6,57.5,143.0,16750,16.8
D109,987,4,H2,67,plates_f4_sky_blue_H2.3mf,97.1,-16.8,57.3,54.4,141.9,17643,17.6
H118,541,4,H2,67,plates_f4_sky_blue_H2.3mf,23.6,-11.9,58.2,51.1,140.7,17667,17.7
D1,3,4,H2,67,plates_f4_sky_blue_H2.3mf,65.0,23.6,49.0,57.0,111.7,13374,13.4
B136,677,4,H2,67,plates_f4_sky_blue_H2.3mf,-19.7,21.9,51.5,51.8,111.5,13067,13.1
E67,385,4,H2,68,plates_f4_sky_blue_H2.3mf,-106.3,-111.7,58.4,61.5,143.8,20059,20.1
D72,94,4,H2,68,plates_f4_sky_blue_H2.3mf,-45.5,-112.7,56.0,59.7,143.7,18894,18.9
F27,359,4,H2,68,plates_f4_sky_blue_H2.3mf,21.0,-115.1,69.0,54.8,143.6,19343,19.3
A87,826,4,H2,68,plates_f4_sky_blue_H2.3mf,85.9,-111.3,50.9,62.4,143.4,17396,17.4
E6,655,4,H2,68,plates_f4_sky_blue_H2.3mf,-9.4,-71.0,52.3,63.9,143.0,17259,17.3
E53,476,4,H2,68,plates_f4_sky_blue_H2.3mf,49.7,-57.5,50.4,65.9,143.0,17525,17.5
A102,365,4,H2,68,plates_f4_sky_blue_H2.3mf,-77.8,-57.2,63.4,49.2,142.9,19096,19.1
F40,639,4,H2,68,plates_f4_sky_blue_H2.3mf,105.7,-37.5,58.4,64.7,142.8,19729,19.7
E62,743,4,H2,68,plates_f4_sky_blue_H2.3mf,-33.3,-19.3,56.3,54.7,142.8,18272,18.3
E71,968,4,H2,68,plates_f4_sky_blue_H2.3mf,-110.6,-18.3,49.8,46.8,141.0,17267,17.3
E43,165,4,H2,68,plates_f4_sky_blue_H2.3mf,23.2,-11.5,57.4,58.4,137.1,16873,16.9
B119,532,4,H2,68,plates_f4_sky_blue_H2.3mf,84.6,5.2,56.2,54.6,124.5,14316,14.3
E75,55,4,H2,69,plates_f4_sky_blue_H2.3mf,-106.1,-107.5,58.8,70.0,142.8,20091,20.1
I68,1107,4,H2,69,plates_f4_sky_blue_H2.3mf,-46.8,-115.3,53.5,54.3,142.8,16469,16.5
I37,857,4,H2,69,plates_f4_sky_blue_H2.3mf,12.8,-113.7,56.5,57.7,142.5,17094,17.1
E23,75,4,H2,69,plates_f4_sky_blue_H2.3mf,74.1,-117.5,59.2,50.1,142.4,18601,18.6
E107,201,4,H2,69,plates_f4_sky_blue_H2.3mf,43.5,-73.5,62.0,61.4,142.3,18477,18.5
E59,322,4,H2,69,plates_f4_sky_blue_H2.3mf,107.5,-64.4,54.1,65.1,142.3,17622,17.6
E123,841,4,H2,69,plates_f4_sky_blue_H2.3mf,-25.5,-65.9,59.9,53.1,142.2,18137,18.1
B30,504,4,H2,69,plates_f4_sky_blue_H2.3mf,-91.7,-46.8,67.5,64.2,142.2,20861,20.9
F73,1027,4,H2,69,plates_f4_sky_blue_H2.3mf,71.7,-21.6,58.4,53.8,142.1,17875,17.9
E89,1006,4,H2,69,plates_f4_sky_blue_H2.3mf,-37.0,-16.2,61.0,57.7,142.1,18552,18.6
H70,982,4,H2,69,plates_f4_sky_blue_H2.3mf,16.6,-11.2,52.1,61.8,136.4,16504,16.5
I83,403,4,H2,69,plates_f4_sky_blue_H2.3mf,-103.4,13.1,64.1,50.9,120.7,16135,16.1
F2,755,4,H2,69,plates_f4_sky_blue_H2.3mf,107.4,11.2,53.8,61.0,119.3,15506,15.5
E106,346,4,H2,70,plates_f4_sky_blue_H2.3mf,-106.7,-110.3,57.6,64.4,141.9,19072,19.1
E54,417,4,H2,70,plates_f4_sky_blue_H2.3mf,-46.2,-117.7,54.6,49.6,141.8,17369,17.4
H51,923,4,H2,70,plates_f4_sky_blue_H2.3mf,17.1,-115.1,65.2,54.8,141.7,19359,19.4
E64,626,4,H2,70,plates_f4_sky_blue_H2.3mf,85.0,-113.9,61.0,57.3,141.4,18970,19.0
B49,538,4,H2,70,plates_f4_sky_blue_H2.3mf,-19.0,-69.8,69.1,58.7,141.4,19970,20.0
F72,294,4,H2,70,plates_f4_sky_blue_H2.3mf,103.1,-63.8,61.3,56.8,141.4,19196,19.2
E39,244,4,H2,70,plates_f4_sky_blue_H2.3mf,-100.0,-48.8,71.0,55.9,141.4,19943,19.9
E73,263,4,H2,70,plates_f4_sky_blue_H2.3mf,42.2,-60.5,51.5,57.5,141.3,17105,17.1
E74,507,4,H2,70,plates_f4_sky_blue_H2.3mf,74.8,-14.3,60.6,60.2,141.3,18563,18.6
E55,703,4,H2,70,plates_f4_sky_blue_H2.3mf,1.0,-14.2,61.0,54.0,141.2,18371,18.4
E58,862,4,H2,70,plates_f4_sky_blue_H2.3mf,-59.0,-17.6,56.9,63.3,140.1,17049,17.0
D42,252,4,H2,70,plates_f4_sky_blue_H2.3mf,-113.5,0.1,43.9,54.3,128.1,13850,13.9
D92,412,4,H2,71,plates_f4_sky_blue_H2.3mf,-107.7,-110.9,55.5,63.1,141.1,17393,17.4
D74,599,4,H2,71,plates_f4_sky_blue_H2.3mf,-44.5,-116.7,62.0,51.5,141.1,18448,18.4
H87,560,4,H2,71,plates_f4_sky_blue_H2.3mf,20.1,-115.1,59.2,54.7,140.9,18681,18.7
E24,1012,4,H2,71,plates_f4_sky_blue_H2.3mf,82.3,-111.9,55.7,61.2,140.8,18357,18.4
F26,256,4,H2,71,plates_f4_sky_blue_H2.3mf,-7.8,-64.1,47.4,61.6,140.7,17747,17.7
E57,694,4,H2,71,plates_f4_sky_blue_H2.3mf,-71.1,-61.1,68.7,61.3,140.6,19726,19.7
E88,913,4,H2,71,plates_f4_sky_blue_H2.3mf,107.6,-60.7,54.2,53.4,140.6,17411,17.4
D57,381,4,H2,71,plates_f4_sky_blue_H2.3mf,42.8,-58.1,56.7,55.3,140.5,18552,18.6
E84,976,4,H2,71,plates_f4_sky_blue_H2.3mf,-105.8,-27.1,59.4,51.0,140.5,18428,18.4
E87,566,4,H2,71,plates_f4_sky_blue_H2.3mf,-38.0,-16.4,55.0,46.5,140.1,16814,16.8
E61,153,4,H2,71,plates_f4_sky_blue_H2.3mf,79.9,-12.6,54.9,55.1,140.1,18132,18.1
D127,273,4,H2,71,plates_f4_sky_blue_H2.3mf,18.9,-8.4,52.8,46.3,135.2,16129,16.1
B80,161,4,H2,71,plates_f4_sky_blue_H2.3mf,-77.4,19.4,56.2,60.5,117.0,15089,15.1
E56,166,4,H2,72,plates_f4_sky_blue_H2.3mf,-103.1,-115.2,64.8,54.6,140.2,18693,18.7
E85,659,4,H2,72,plates_f4_sky_blue_H2.3mf,-38.8,-117.6,57.3,49.8,140.1,17770,17.8
D125,187,4,H2,72,plates_f4_sky_blue_H2.3mf,19.7,-112.9,50.3,59.2,140.0,17298,17.3
E81,382,4,H2,72,plates_f4_sky_blue_H2.3mf,76.9,-115.1,56.8,54.8,139.9,17616,17.6
F56,665,4,H2,72,plates_f4_sky_blue_H2.3mf,107.1,-67.9,53.1,61.0,139.6,17415,17.4
E40,988,4,H2,72,plates_f4_sky_blue_H2.3mf,-63.6,-69.4,55.8,63.4,139.5,17583,17.6
E86,268,4,H2,72,plates_f4_sky_blue_H2.3mf,40.6,-65.0,60.1,48.5,139.3,17248,17.2
E105,672,4,H2,72,plates_f4_sky_blue_H2.3mf,-109.3,-43.1,52.4,53.3,138.8,17392,17.4
D75,762,4,H2,72,plates_f4_sky_blue_H2.3mf,-17.9,-41.2,59.1,53.5,138.8,18074,18.1
E104,97,4,H2,72,plates_f4_sky_blue_H2.3mf,67.6,-15.8,42.2,57.0,138.5,15083,15.1
F9,688,4,H2,72,plates_f4_sky_blue_H2.3mf,-70.7,-6.0,57.7,57.5,131.5,16746,16.7
B120,1123,4,H2,72,plates_f4_sky_blue_H2.3mf,20.8,3.6,52.6,60.0,125.2,15147,15.1
D81,47,4,H2,72,plates_f4_sky_blue_H2.3mf,108.1,22.7,51.1,58.6,114.8,13899,13.9
E8,946,4,H2,73,plates_f4_sky_blue_H2.3mf,-110.4,-116.8,50.3,51.5,138.5,16009,16.0
E25,321,4,H2,73,plates_f4_sky_blue_H2.3mf,-54.7,-115.6,53.6,53.8,138.1,15972,16.0
E41,587,4,H2,73,plates_f4_sky_blue_H2.3mf,0.7,-113.6,48.3,57.8,138.1,16139,16.1
E44,634,4,H2,73,plates_f4_sky_blue_H2.3mf,56.6,-114.2,60.1,56.6,137.8,17857,17.9
E82,106,4,H2,73,plates_f4_sky_blue_H2.3mf,107.4,-72.3,53.7,49.8,137.8,16768,16.8
F39,780,4,H2,73,plates_f4_sky_blue_H2.3mf,-23.0,-67.7,53.0,61.0,137.6,17811,17.8
E101,969,4,H2,73,plates_f4_sky_blue_H2.3mf,-87.5,-60.6,48.0,67.0,137.6,16678,16.7
H103,208,4,H2,73,plates_f4_sky_blue_H2.3mf,33.5,-57.9,54.1,56.0,137.2,17636,17.6
I81,766,4,H2,73,plates_f4_sky_blue_H2.3mf,75.2,-22.6,49.3,55.1,137.1,16710,16.7
E100,454,4,H2,73,plates_f4_sky_blue_H2.3mf,-15.9,-15.6,67.2,51.2,136.8,19016,19.0
B64,50,4,H2,73,plates_f4_sky_blue_H2.3mf,-81.6,-4.7,55.8,64.0,133.4,17368,17.4
D113,448,4,H2,73,plates_f4_sky_blue_H2.3mf,38.8,11.2,56.6,56.3,120.8,15826,15.8
F125,4,4,H2,73,plates_f4_sky_blue_H2.3mf,109.9,20.1,50.8,56.6,115.4,14061,14.1
B83,598,4,H2,74,plates_f4_sky_blue_H2.3mf,-105.1,-118.1,60.9,48.8,136.7,17185,17.2
H52,343,4,H2,74,plates_f4_sky_blue_H2.3mf,-51.4,-113.3,52.3,58.5,136.6,17109,17.1
D56,777,4,H2,74,plates_f4_sky_blue_H2.3mf,4.5,-115.5,52.0,54.0,136.6,16240,16.2
A71,640,4,H2,74,plates_f4_sky_blue_H2.3mf,61.4,-113.4,53.8,58.1,136.4,17467,17.5
E98,376,4,H2,74,plates_f4_sky_blue_H2.3mf,107.7,-80.5,54.5,61.5,136.4,16265,16.3
D126,456,4,H2,74,plates_f4_sky_blue_H2.3mf,-108.1,-66.9,54.8,54.9,136.4,17329,17.3
E83,724,4,H2,74,plates_f4_sky_blue_H2.3mf,-16.3,-61.8,54.4,61.0,136.3,17303,17.3
E102,966,4,H2,74,plates_f4_sky_blue_H2.3mf,54.0,-58.7,47.0,46.0,136.2,15180,15.2
E26,870,4,H2,74,plates_f4_sky_blue_H2.3mf,101.2,-31.6,61.5,54.7,136.0,17376,17.4
E120,559,4,H2,74,plates_f4_sky_blue_H2.3mf,28.5,-19.1,56.0,49.4,135.7,16809,16.8
H35,227,4,H2,74,plates_f4_sky_blue_H2.3mf,-65.2,-13.0,48.6,55.8,135.7,16961,17.0
I98,948,4,H2,74,plates_f4_sky_blue_H2.3mf,-19.6,7.4,55.8,53.1,122.4,14517,14.5
A38,362,4,H2,74,plates_f4_sky_blue_H2.3mf,106.9,17.4,56.9,47.2,115.2,14297,14.3
B100,311,4,H2,75,plates_f4_sky_blue_H2.3mf,-109.6,-117.3,51.7,50.4,135.6,15831,15.8
E121,451,4,H2,75,plates_f4_sky_blue_H2.3mf,-49.4,-116.4,60.1,52.1,135.3,18172,18.2
F55,42,4,H2,75,plates_f4_sky_blue_H2.3mf,12.8,-111.1,56.6,62.8,134.9,18145,18.1
B48,707,4,H2,75,plates_f4_sky_blue_H2.3mf,75.3,-109.9,61.5,65.3,134.9,19131,19.1
F88,126,4,H2,75,plates_f4_sky_blue_H2.3mf,107.4,-71.8,53.9,55.8,134.6,16820,16.8
F25,930,4,H2,75,plates_f4_sky_blue_H2.3mf,-89.7,-67.7,55.5,55.2,134.5,16856,16.9
F38,199,4,H2,75,plates_f4_sky_blue_H2.3mf,-25.8,-63.1,51.3,56.0,134.5,16946,16.9
E45,484,4,H2,75,plates_f4_sky_blue_H2.3mf,34.9,-52.1,60.8,58.0,134.4,18092,18.1
E28,528,4,H2,75,plates_f4_sky_blue_H2.3mf,-55.1,-22.9,60.9,49.7,134.0,17739,17.7
E27,788,4,H2,75,plates_f4_sky_blue_H2.3mf,87.3,-13.0,57.5,59.1,133.9,18378,18.4
D43,844,4,H2,75,plates_f4_sky_blue_H2.3mf,-112.5,-13.8,46.0,52.2,132.0,14704,14.7
D128,552,4,H2,75,plates_f4_sky_blue_H2.3mf,26.8,-2.5,56.5,46.1,131.6,16032,16.0
F71,479,4,H2,76,plates_f4_sky_blue_H2.3mf,-107.4,-113.7,56.1,57.5,133.6,17209,17.2
D59,399,4,H2,76,plates_f4_sky_blue_H2.3mf,-46.2,-119.3,58.6,46.4,133.2,17049,17.0
E119,540,4,H2,76,plates_f4_sky_blue_H2.3mf,10.1,-115.6,63.1,53.8,132.7,19083,19.1
D76,43,4,H2,76,plates_f4_sky_blue_H2.3mf,72.0,-113.6,50.9,57.8,132.7,16983,17.0
E99,715,4,H2,76,plates_f4_sky_blue_H2.3mf,-63.3,-69.6,56.4,51.8,132.1,16564,16.6
E118,91,4,H2,76,plates_f4_sky_blue_H2.3mf,53.5,-55.1,57.9,64.2,131.5,18372,18.4
F24,668,4,H2,76,plates_f4_sky_blue_H2.3mf,-7.6,-58.5,55.8,54.6,131.4,16750,16.7
D111,787,4,H2,76,plates_f4_sky_blue_H2.3mf,-104.3,-29.0,62.4,53.6,130.8,17711,17.7
